Time;Hip_x;Hip_x_vel;Hip_x_omega;Hip_x_ao;Hip_x_domega;target_cos;target_sin
14:00:54.209197;-0.010324821;0.067277904;0.014181771;2.199171044;0.894174221;1.0;0.0
14:00:54.219287;-0.010324821;0.067277904;0.014181771;2.199171044;0.894174221;1.0;0.0
14:00:54.229951;-0.010324821;0.0;0.041214125;2.213726152;0.737494459;1.0;0.0
14:00:54.242442;-0.010324821;0.0;0.041214125;2.213726152;0.737494459;1.0;0.0
14:00:54.252554;-0.010324821;0.0;0.051202375;2.219501903;0.592006873;1.0;0.0
14:00:54.263859;-0.010324821;0.0;0.058831316;2.224131241;0.515863276;1.0;0.0
14:00:54.275672;-0.010324821;0.0;0.065193409;2.228185888;0.45212058;1.0;0.0
14:00:54.286010;-0.010324821;0.0;0.065193409;2.228185888;0.45212058;1.0;0.0
14:00:54.296123;-0.010324821;0.0;0.070928375;2.232045195;0.393942563;1.0;0.0
14:00:54.306237;-0.010324821;0.0;0.076456966;2.236022225;0.336313255;1.0;0.0
14:00:54.316832;-0.010324821;0.0;0.076456966;2.236022225;0.336313255;1.0;0.0
14:00:54.327508;-0.010324821;0.0;0.081031596;2.239592389;0.281054201;1.0;0.0
14:00:54.338876;-0.010324821;0.0;0.084688096;2.242726556;0.232171024;1.0;0.0
14:00:54.349666;-0.010324821;0.0;0.084688096;2.242726556;0.232171024;1.0;0.0
14:00:54.359901;-0.010324821;0.0;0.087872555;2.245787868;0.187161698;1.0;0.0
14:00:54.370401;-0.010324821;0.0;0.090214601;2.248383717;0.146446381;1.0;0.0
14:00:54.380579;-0.010324821;0.0;0.090214601;2.248383717;0.146446381;1.0;0.0
14:00:54.391010;-0.010324821;0.0;0.09181615;2.250474723;0.113019857;1.0;0.0
14:00:54.401408;-0.010324821;0.0;0.09302068;2.252392716;0.084637093;1.0;0.0
14:00:54.412051;-0.010324821;0.0;0.093843893;2.254103414;0.059223971;1.0;0.0
14:00:54.422340;-0.010324821;0.0;0.093843893;2.254103414;0.059223971;1.0;0.0
14:00:54.432518;-0.010324821;0.0;0.094358622;2.255692804;0.03637316;1.0;0.0
14:00:54.442934;-0.010324821;0.0;0.094580484;2.257150869;0.015562261;1.0;0.0
14:00:54.453148;-0.010324821;0.0;0.094538387;2.258455354;-0.003003775;1.0;0.0
14:00:54.465615;-0.010324821;0.0;0.094538387;2.258455354;-0.003003775;1.0;0.0
14:00:54.476104;-0.010324821;0.0;0.094273995;2.259617278;-0.019290966;1.0;0.0
14:00:54.486182;-0.010324821;0.0;0.093652829;2.260951383;-0.035497476;1.0;0.0
14:00:54.498641;-0.010324821;0.0;0.092888734;2.261984214;-0.050378983;1.0;0.0
14:00:54.508725;-0.010324821;0.0;0.092888734;2.261984214;-0.050378983;1.0;0.0
14:00:54.518902;-0.010324821;0.0;0.092008649;2.262856033;-0.062029153;1.0;0.0
14:00:54.529734;-0.010324821;0.0;0.090975197;2.263653773;-0.071941063;1.0;0.0
14:00:54.542467;-0.010324821;0.0;0.090975197;2.263653773;-0.071941063;1.0;0.0
14:00:54.552586;-0.010324821;0.0;0.089823972;2.264369281;-0.080613132;1.0;0.0
14:00:54.562951;-0.010324821;0.0;0.088253075;2.265157475;-0.088895601;1.0;0.0
14:00:54.576152;-0.010324821;0.0;0.088253075;2.265157475;-0.088895601;1.0;0.0
14:00:54.586357;-0.010324821;0.0;0.086680237;2.265799489;-0.09631861;1.0;0.0
14:00:54.597409;-0.010324821;0.0;0.085142318;2.266325938;-0.102001941;1.0;0.0
14:00:54.608359;-0.010324821;0.0;0.083445885;2.266819124;-0.106611426;1.0;0.0
14:00:54.619157;-0.010324821;0.0;0.083445885;2.266819124;-0.106611426;1.0;0.0
14:00:54.630571;-0.010324821;0.0;0.081611519;2.267271981;-0.110505403;1.0;0.0
14:00:54.643760;-0.010324821;0.0;0.081611519;2.267271981;-0.110505403;1.0;0.0
14:00:54.653885;-0.011350084;-0.05174383;0.058759734;2.257230852;-1.153302929;1.0;0.0
14:00:54.664732;-0.011350084;0.0;0.042874893;2.250092371;-1.000784618;1.0;0.0
14:00:54.675604;-0.011350084;0.0;0.030926371;2.244611971;-0.890186697;1.0;0.0
14:00:54.686315;-0.011350084;0.0;0.020078373;2.239533064;-0.798551095;1.0;0.0
14:00:54.697137;-0.011350084;0.0;0.020078373;2.239533064;-0.798551095;1.0;0.0
14:00:54.707611;-0.011350084;0.0;0.009962398;2.234686671;-0.713431614;1.0;0.0
14:00:54.717979;-0.011350084;0.0;0.001;2.229551059;-0.540588648;1.0;0.0
14:00:54.729728;-0.011350084;0.0;0.001;2.229551059;-0.540588648;1.0;0.0
14:00:54.739829;-0.011350084;0.0;0.001;2.22580643;0.0;1.0;0.0
14:00:54.749918;-0.011350084;0.0;0.001;2.222068562;0.0;1.0;0.0
14:00:54.760349;-0.011350084;0.0;0.001;2.218892603;0.0;1.0;0.0
14:00:54.774870;-0.011350084;0.0;0.001;2.218892603;0.0;1.0;0.0
14:00:54.789063;-0.011350084;0.0;0.001;2.215870827;0.0;1.0;0.0
14:00:54.799178;-0.011350084;0.0;0.001;2.213391336;0.0;1.0;0.0
14:00:54.809261;-0.011350084;0.0;0.001;2.211023445;0.0;1.0;0.0
14:00:54.819350;-0.011350084;0.0;0.001;2.211023445;0.0;1.0;0.0
14:00:54.829443;-0.011350084;0.0;0.001;2.209151314;0.0;1.0;0.0
14:00:54.840148;-0.011350084;0.0;0.001;2.207227959;0.0;1.0;0.0
14:00:54.850886;-0.011350084;0.0;0.001;2.205785601;0.0;1.0;0.0
14:00:54.863885;-0.011350084;0.0;0.001;2.205785601;0.0;1.0;0.0
14:00:54.874423;-0.011350084;0.0;0.001;2.204447318;0.0;1.0;0.0
14:00:54.884508;-0.011350084;0.0;0.001;2.203050928;0.0;1.0;0.0
14:00:54.895394;-0.011350084;0.0;0.001;2.202007067;0.0;1.0;0.0
14:00:54.910983;-0.011350084;0.0;0.001;2.202007067;0.0;1.0;0.0
14:00:54.921051;-0.011350084;0.0;0.001;2.200949797;0.0;1.0;0.0
14:00:54.931549;-0.011350084;0.0;0.001;2.200038237;0.0;1.0;0.0
14:00:54.941655;-0.011350084;0.0;0.001;2.199332773;0.0;1.0;0.0
14:00:54.956102;-0.011350084;0.0;0.001;2.199332773;0.0;1.0;0.0
14:00:54.966199;-0.011350084;0.0;0.001;2.198570698;0.0;1.0;0.0
14:00:54.976300;-0.011350084;0.0;0.001;2.197996041;0.0;1.0;0.0
14:00:54.986825;-0.011350084;0.0;0.001;2.197523228;0.0;1.0;0.0
14:00:54.999660;-0.011350084;0.0;0.001;2.197088685;0.0;1.0;0.0
14:00:55.010538;-0.011350084;0.0;0.001;2.197088685;0.0;1.0;0.0
14:00:55.020893;-0.011350084;0.0;0.001;2.196607151;0.0;1.0;0.0
14:00:55.031609;-0.011350084;0.0;0.001;2.196261146;0.0;1.0;0.0
14:00:55.043547;-0.011350084;0.0;0.001;2.196261146;0.0;1.0;0.0
14:00:55.054162;-0.011350084;0.0;0.001;2.19593931;0.0;1.0;0.0
14:00:55.064943;-0.011350084;0.0;0.001;2.195646499;0.0;1.0;0.0
14:00:55.075471;-0.011350084;0.0;0.001;2.195398652;0.0;1.0;0.0
14:00:55.085669;-0.011350084;0.0;0.001;2.195398652;0.0;1.0;0.0
14:00:55.096386;-0.011350084;0.0;0.001;2.195138423;0.0;1.0;0.0
14:00:55.108810;-0.011350084;0.0;0.001;2.195138423;0.0;1.0;0.0
14:00:55.119602;-0.010358759;0.058168421;0.016578513;2.203080227;0.91410709;1.0;0.0
14:00:55.129788;-0.010118288;0.014568328;0.033726752;2.212072425;1.038885131;1.0;0.0
14:00:55.140606;-0.010118288;0.0;0.046842476;2.219203748;0.924123095;1.0;0.0
14:00:55.152347;-0.010118288;0.0;0.046842476;2.219203748;0.924123095;1.0;0.0
14:00:55.162881;-0.010118288;0.0;0.058364961;2.225700238;0.826091726;1.0;0.0
14:00:55.173066;-0.010118288;0.0;0.069849988;2.23245343;0.729959039;1.0;0.0
14:00:55.184462;-0.010118288;0.0;0.079255786;2.23825589;0.638625552;1.0;0.0
14:00:55.197246;-0.010118288;0.0;0.086934966;2.243236298;0.559900197;1.0;0.0
14:00:55.207599;-0.010118288;0.0;0.086934966;2.243236298;0.559900197;1.0;0.0
14:00:55.217688;-0.010118288;0.0;0.09433562;2.248317923;0.486108111;1.0;0.0
14:00:55.227768;-0.010118288;0.0;0.100404467;2.252773056;0.416274671;1.0;0.0
14:00:55.242661;-0.010118288;0.0;0.105363439;2.256690613;0.355009964;1.0;0.0
14:00:55.255468;-0.010118288;0.0;0.105363439;2.256690613;0.355009964;1.0;0.0
14:00:55.265980;-0.010118288;0.0;0.10961662;2.260343601;0.299687735;1.0;0.0
14:00:55.276069;-0.010118288;0.0;0.113304323;2.263848855;0.247541719;1.0;0.0
14:00:55.286243;-0.010118288;0.0;0.116237454;2.267005295;0.199305917;1.0;0.0
14:00:55.300343;-0.010118288;0.0;0.116237454;2.267005295;0.199305917;1.0;0.0
14:00:55.312158;-0.009093025;0.070617317;0.134129459;2.27777152;1.232352501;1.0;0.0
14:00:55.322290;-0.009093025;0.0;0.153769492;2.290258354;1.062210867;1.0;0.0
14:00:55.332636;-0.009093025;0.0;0.153769492;2.290258354;1.062210867;1.0;0.0
14:00:55.342858;-0.009093025;0.0;0.166499506;2.298872836;0.907065533;1.0;0.0
14:00:55.353105;-0.009093025;0.0;0.178535447;2.307563172;0.777749986;1.0;0.0
14:00:55.363516;-0.007075819;0.150062772;0.21745222;2.329687602;2.89507302;1.0;0.0
14:00:55.374310;-0.007075819;0.150062772;0.21745222;2.329687602;2.89507302;1.0;0.0
14:00:55.384382;-0.007075819;0.0;0.253042869;2.350713245;2.595631799;1.0;0.0
14:00:55.394590;-0.007075819;0.0;0.285361733;2.370659651;2.300352914;1.0;0.0
14:00:55.404871;-0.00605022;0.06969455;0.332619794;2.398842964;3.211418869;1.0;0.0
14:00:55.415949;-0.00605022;0.06969455;0.332619794;2.398842964;3.211418869;1.0;0.0
14:00:55.426143;-0.005058925;0.067489835;0.391495897;2.433607846;4.008433453;1.0;0.0
14:00:55.436367;-0.005058925;0.0;0.444353455;2.466333406;3.513409158;1.0;0.0
14:00:55.446692;-0.005058925;0.0;0.487160964;2.494288896;3.046515444;1.0;0.0
14:00:55.459472;-0.005058925;0.0;0.487160964;2.494288896;3.046515444;1.0;0.0
14:00:55.470763;-0.005058925;0.0;0.52983879;2.524040838;2.582917579;1.0;0.0
14:00:55.480966;-0.005058925;0.0;0.52983879;2.524040838;2.582917579;1.0;0.0
14:00:55.491062;-0.004068111;0.066085002;0.581152678;2.558036708;3.422518237;1.0;0.0
14:00:55.501835;-0.004068111;0.0;0.630042886;2.59288177;2.850859062;1.0;0.0
14:00:55.511929;-0.004068111;0.0;0.662298555;2.617911328;2.343211582;1.0;0.0
14:00:55.523093;-0.004068111;0.0;0.662298555;2.617911328;2.343211582;1.0;0.0
14:00:55.533224;-0.004068111;0.0;0.691528449;2.64289969;1.908953266;1.0;0.0
14:00:55.543696;-0.004068111;0.0;0.713277939;2.663915818;1.50734316;1.0;0.0
14:00:55.553823;-0.004068111;0.0;0.713277939;2.663915818;1.50734316;1.0;0.0
14:00:55.564947;-0.004068111;0.0;0.730483909;2.683291981;1.153597287;1.0;0.0
14:00:55.575774;-0.002833135;0.082710558;0.768468876;2.713484989;2.543982742;1.0;0.0
14:00:55.587249;-0.001807371;0.067130526;0.821459063;2.752140558;3.46791037;1.0;0.0
14:00:55.597638;-0.001807371;0.067130526;0.821459063;2.752140558;3.46791037;1.0;0.0
14:00:55.607740;-0.001807371;0.0;0.865665642;2.787522653;2.811053825;1.0;0.0
14:00:55.618365;-0.001807371;0.0;0.901783384;2.820039154;2.209652188;1.0;0.0
14:00:55.628573;-0.001807371;0.0;0.901783384;2.820039154;2.209652188;1.0;0.0
14:00:55.639065;-0.002833135;-0.068115942;0.905259929;2.835388252;0.230860178;1.0;0.0
14:00:55.649260;-0.002833135;0.0;0.905427895;2.848450575;0.011720002;1.0;0.0
14:00:55.659718;-0.00307778;-0.017564849;0.898194676;2.85739626;-0.519326387;1.0;0.0
14:00:55.669812;-0.00307778;-0.017564849;0.898194676;2.85739626;-0.519326387;1.0;0.0
14:00:55.681248;-0.00307778;0.0;0.889327018;2.865737076;-0.620489347;1.0;0.0
14:00:55.691591;-0.004068111;-0.073550244;0.860454369;2.863078985;-2.14432283;1.0;0.0
14:00:55.701796;-0.004068111;0.0;0.831522127;2.860745408;-2.017045194;1.0;0.0
14:00:55.715150;-0.004068111;0.0;0.831522127;2.860745408;-2.017045194;1.0;0.0
14:00:55.725411;-0.005093711;-0.074904262;0.785013641;2.848553017;-3.396729534;1.0;0.0
14:00:55.735539;-0.005093711;0.0;0.739154713;2.836987259;-3.073825899;1.0;0.0
14:00:55.746255;-0.005093711;0.0;0.701022462;2.827794488;-2.779898721;1.0;0.0
14:00:55.758893;-0.004103379;0.065803074;0.685031632;2.830228242;-1.062518761;1.0;0.0
14:00:55.769002;-0.004103379;0.065803074;0.685031632;2.830228242;-1.062518761;1.0;0.0
14:00:55.779463;-0.002833135;0.091336843;0.696959307;2.845805489;0.857658985;1.0;0.0
14:00:55.789899;-0.001842367;0.070378131;0.726781416;2.870744731;2.118380879;1.0;0.0
14:00:55.800192;-0.001842367;0.070378131;0.726781416;2.870744731;2.118380879;1.0;0.0
